"StichtagDatJahr","QuarSort","QuarLang","KreisSort","KreisLang","HHtypSort","HHtypLang","AnzHH","AnzBestWir"
2015,61,"Unterstrass",6,"Kreis 6",11,"Patchwork-Haushalt",56,183
2015,61,"Unterstrass",6,"Kreis 6",12,"Wohngemeinschaft ohne Kinder",546,1850
2015,61,"Unterstrass",6,"Kreis 6",13,"Wohngemeinschaft mit Kindern",176,833
2015,61,"Unterstrass",6,"Kreis 6",14,"Generationenhaushalt",31,151
2015,63,"Oberstrass",6,"Kreis 6",1,"Einpersonenhaushalt",2392,2392
2015,63,"Oberstrass",6,"Kreis 6",4,"Zweipersonenhaushalt",694,1388
2015,63,"Oberstrass",6,"Kreis 6",5,"Ehepaar ohne Kinder",585,1170
2015,63,"Oberstrass",6,"Kreis 6",6,"Eingetragenes Paar ohne Kinder",16,32
2015,63,"Oberstrass",6,"Kreis 6",7,"Ein-Elternhaushalt",177,431
2015,63,"Oberstrass",6,"Kreis 6",8,"Ehepaar mit Kinder",648,2443
2015,63,"Oberstrass",6,"Kreis 6",10,"Paar mit Kindern",125,444
2015,63,"Oberstrass",6,"Kreis 6",11,"Patchwork-Haushalt",22,76
2015,63,"Oberstrass",6,"Kreis 6",12,"Wohngemeinschaft ohne Kinder",226,796
2015,63,"Oberstrass",6,"Kreis 6",13,"Wohngemeinschaft mit Kindern",111,551
2015,63,"Oberstrass",6,"Kreis 6",14,"Generationenhaushalt",22,120
2015,71,"Fluntern",7,"Kreis 7",1,"Einpersonenhaushalt",1374,1374
2015,71,"Fluntern",7,"Kreis 7",4,"Zweipersonenhaushalt",429,858
2015,71,"Fluntern",7,"Kreis 7",5,"Ehepaar ohne Kinder",573,1146
2015,71,"Fluntern",7,"Kreis 7",6,"Eingetragenes Paar ohne Kinder",27,54
2015,71,"Fluntern",7,"Kreis 7",7,"Ein-Elternhaushalt",134,340
2015,71,"Fluntern",7,"Kreis 7",8,"Ehepaar mit Kinder",537,2014
2015,71,"Fluntern",7,"Kreis 7",9,"Eingetragenes Paar mit Kinder",2,7
2015,71,"Fluntern",7,"Kreis 7",10,"Paar mit Kindern",63,225
2015,71,"Fluntern",7,"Kreis 7",11,"Patchwork-Haushalt",22,72
2015,71,"Fluntern",7,"Kreis 7",12,"Wohngemeinschaft ohne Kinder",156,552
2015,71,"Fluntern",7,"Kreis 7",13,"Wohngemeinschaft mit Kindern",130,638
2015,71,"Fluntern",7,"Kreis 7",14,"Generationenhaushalt",12,57
2015,71,"Fluntern",7,"Kreis 7",15,"Familien-Verbund",1,5
2015,72,"Hottingen",7,"Kreis 7",1,"Einpersonenhaushalt",2389,2389
2015,72,"Hottingen",7,"Kreis 7",4,"Zweipersonenhaushalt",725,1450
2015,72,"Hottingen",7,"Kreis 7",5,"Ehepaar ohne Kinder",609,1218
2015,72,"Hottingen",7,"Kreis 7",6,"Eingetragenes Paar ohne Kinder",19,38
2015,72,"Hottingen",7,"Kreis 7",7,"Ein-Elternhaushalt",194,462
2015,72,"Hottingen",7,"Kreis 7",8,"Ehepaar mit Kinder",748,2792
2015,72,"Hottingen",7,"Kreis 7",9,"Eingetragenes Paar mit Kinder",1,3
2015,72,"Hottingen",7,"Kreis 7",10,"Paar mit Kindern",122,440
2015,72,"Hottingen",7,"Kreis 7",11,"Patchwork-Haushalt",23,81
2015,72,"Hottingen",7,"Kreis 7",12,"Wohngemeinschaft ohne Kinder",225,769
2015,72,"Hottingen",7,"Kreis 7",13,"Wohngemeinschaft mit Kindern",132,642
2015,72,"Hottingen",7,"Kreis 7",14,"Generationenhaushalt",23,124
2015,73,"Hirslanden",7,"Kreis 7",1,"Einpersonenhaushalt",1651,1651
2015,73,"Hirslanden",7,"Kreis 7",4,"Zweipersonenhaushalt",527,1054
2015,73,"Hirslanden",7,"Kreis 7",5,"Ehepaar ohne Kinder",420,840
2015,73,"Hirslanden",7,"Kreis 7",6,"Eingetragenes Paar ohne Kinder",13,26
2015,73,"Hirslanden",7,"Kreis 7",7,"Ein-Elternhaushalt",126,290
2015,73,"Hirslanden",7,"Kreis 7",8,"Ehepaar mit Kinder",486,1791
2015,73,"Hirslanden",7,"Kreis 7",9,"Eingetragenes Paar mit Kinder",1,3
2015,73,"Hirslanden",7,"Kreis 7",10,"Paar mit Kindern",81,289
2015,73,"Hirslanden",7,"Kreis 7",11,"Patchwork-Haushalt",16,56
2015,73,"Hirslanden",7,"Kreis 7",12,"Wohngemeinschaft ohne Kinder",133,451
2015,73,"Hirslanden",7,"Kreis 7",13,"Wohngemeinschaft mit Kindern",89,421
2015,73,"Hirslanden",7,"Kreis 7",14,"Generationenhaushalt",17,89
2015,74,"Witikon",7,"Kreis 7",1,"Einpersonenhaushalt",2125,2125
2015,74,"Witikon",7,"Kreis 7",4,"Zweipersonenhaushalt",518,1036
2015,74,"Witikon",7,"Kreis 7",5,"Ehepaar ohne Kinder",902,1804
2015,74,"Witikon",7,"Kreis 7",6,"Eingetragenes Paar ohne Kinder",20,40
2015,74,"Witikon",7,"Kreis 7",7,"Ein-Elternhaushalt",253,602
2015,74,"Witikon",7,"Kreis 7",8,"Ehepaar mit Kinder",837,3172
2015,74,"Witikon",7,"Kreis 7",9,"Eingetragenes Paar mit Kinder",1,3
2015,74,"Witikon",7,"Kreis 7",10,"Paar mit Kindern",75,267
2015,74,"Witikon",7,"Kreis 7",11,"Patchwork-Haushalt",15,47
2015,74,"Witikon",7,"Kreis 7",12,"Wohngemeinschaft ohne Kinder",154,527
2015,74,"Witikon",7,"Kreis 7",13,"Wohngemeinschaft mit Kindern",110,537
2015,74,"Witikon",7,"Kreis 7",14,"Generationenhaushalt",17,85
2015,81,"Seefeld",8,"Kreis 8",1,"Einpersonenhaushalt",1675,1675
2015,81,"Seefeld",8,"Kreis 8",4,"Zweipersonenhaushalt",441,882
2015,81,"Seefeld",8,"Kreis 8",5,"Ehepaar ohne Kinder",267,534
2015,81,"Seefeld",8,"Kreis 8",6,"Eingetragenes Paar ohne Kinder",15,30
2015,81,"Seefeld",8,"Kreis 8",7,"Ein-Elternhaushalt",98,228
2015,81,"Seefeld",8,"Kreis 8",8,"Ehepaar mit Kinder",207,737
2015,81,"Seefeld",8,"Kreis 8",10,"Paar mit Kindern",52,174
2015,81,"Seefeld",8,"Kreis 8",11,"Patchwork-Haushalt",17,53
2015,81,"Seefeld",8,"Kreis 8",12,"Wohngemeinschaft ohne Kinder",121,393
2015,81,"Seefeld",8,"Kreis 8",13,"Wohngemeinschaft mit Kindern",46,219
2015,81,"Seefeld",8,"Kreis 8",14,"Generationenhaushalt",2,12
2015,82,"Mühlebach",8,"Kreis 8",1,"Einpersonenhaushalt",1716,1716
2015,82,"Mühlebach",8,"Kreis 8",4,"Zweipersonenhaushalt",438,876
2015,82,"Mühlebach",8,"Kreis 8",5,"Ehepaar ohne Kinder",331,662
2015,82,"Mühlebach",8,"Kreis 8",6,"Eingetragenes Paar ohne Kinder",12,24
2015,82,"Mühlebach",8,"Kreis 8",7,"Ein-Elternhaushalt",135,314
2015,82,"Mühlebach",8,"Kreis 8",8,"Ehepaar mit Kinder",332,1209
2015,82,"Mühlebach",8,"Kreis 8",10,"Paar mit Kindern",51,170
2015,82,"Mühlebach",8,"Kreis 8",11,"Patchwork-Haushalt",10,33
2015,82,"Mühlebach",8,"Kreis 8",12,"Wohngemeinschaft ohne Kinder",147,497
2015,82,"Mühlebach",8,"Kreis 8",13,"Wohngemeinschaft mit Kindern",59,273
2015,82,"Mühlebach",8,"Kreis 8",14,"Generationenhaushalt",8,41
2015,83,"Weinegg",8,"Kreis 8",1,"Einpersonenhaushalt",1217,1217
2015,83,"Weinegg",8,"Kreis 8",4,"Zweipersonenhaushalt",290,580
2015,83,"Weinegg",8,"Kreis 8",5,"Ehepaar ohne Kinder",282,564
2015,83,"Weinegg",8,"Kreis 8",6,"Eingetragenes Paar ohne Kinder",14,28
2015,83,"Weinegg",8,"Kreis 8",7,"Ein-Elternhaushalt",98,239
2015,83,"Weinegg",8,"Kreis 8",8,"Ehepaar mit Kinder",305,1142
2015,83,"Weinegg",8,"Kreis 8",10,"Paar mit Kindern",43,156
2015,83,"Weinegg",8,"Kreis 8",11,"Patchwork-Haushalt",11,35
2015,83,"Weinegg",8,"Kreis 8",12,"Wohngemeinschaft ohne Kinder",98,327
2015,83,"Weinegg",8,"Kreis 8",13,"Wohngemeinschaft mit Kindern",46,229
2015,83,"Weinegg",8,"Kreis 8",14,"Generationenhaushalt",6,33
2015,83,"Weinegg",8,"Kreis 8",15,"Familien-Verbund",1,7
2015,91,"Albisrieden",9,"Kreis 9",1,"Einpersonenhaushalt",4261,4261
2015,91,"Albisrieden",9,"Kreis 9",4,"Zweipersonenhaushalt",1208,2416
2015,91,"Albisrieden",9,"Kreis 9",5,"Ehepaar ohne Kinder",1432,2864
2015,91,"Albisrieden",9,"Kreis 9",6,"Eingetragenes Paar ohne Kinder",36,72
2015,91,"Albisrieden",9,"Kreis 9",7,"Ein-Elternhaushalt",428,993
2015,91,"Albisrieden",9,"Kreis 9",8,"Ehepaar mit Kinder",1387,5125
2015,91,"Albisrieden",9,"Kreis 9",9,"Eingetragenes Paar mit Kinder",2,8
2015,91,"Albisrieden",9,"Kreis 9",10,"Paar mit Kindern",215,748
2015,91,"Albisrieden",9,"Kreis 9",11,"Patchwork-Haushalt",47,149
2015,91,"Albisrieden",9,"Kreis 9",12,"Wohngemeinschaft ohne Kinder",285,965
2015,91,"Albisrieden",9,"Kreis 9",13,"Wohngemeinschaft mit Kindern",175,844
2015,91,"Albisrieden",9,"Kreis 9",14,"Generationenhaushalt",54,280
2015,92,"Altstetten",9,"Kreis 9",1,"Einpersonenhaushalt",6548,6548
2015,92,"Altstetten",9,"Kreis 9",4,"Zweipersonenhaushalt",2030,4060
2015,92,"Altstetten",9,"Kreis 9",5,"Ehepaar ohne Kinder",2189,4378
2015,92,"Altstetten",9,"Kreis 9",6,"Eingetragenes Paar ohne Kinder",44,88
2015,92,"Altstetten",9,"Kreis 9",7,"Ein-Elternhaushalt",725,1720
2015,92,"Altstetten",9,"Kreis 9",8,"Ehepaar mit Kinder",2290,8579
2015,92,"Altstetten",9,"Kreis 9",9,"Eingetragenes Paar mit Kinder",2,7
2015,92,"Altstetten",9,"Kreis 9",10,"Paar mit Kindern",217,746
2015,92,"Altstetten",9,"Kreis 9",11,"Patchwork-Haushalt",78,260
2015,92,"Altstetten",9,"Kreis 9",12,"Wohngemeinschaft ohne Kinder",643,2112
2015,92,"Altstetten",9,"Kreis 9",13,"Wohngemeinschaft mit Kindern",337,1653
2015,92,"Altstetten",9,"Kreis 9",14,"Generationenhaushalt",135,718
2015,101,"Höngg",10,"Kreis 10",1,"Einpersonenhaushalt",4441,4441
2015,101,"Höngg",10,"Kreis 10",4,"Zweipersonenhaushalt",1505,3010
2015,101,"Höngg",10,"Kreis 10",5,"Ehepaar ohne Kinder",1711,3422
2015,101,"Höngg",10,"Kreis 10",6,"Eingetragenes Paar ohne Kinder",39,78
2015,101,"Höngg",10,"Kreis 10",7,"Ein-Elternhaushalt",529,1281
2015,101,"Höngg",10,"Kreis 10",8,"Ehepaar mit Kinder",1680,6259
2015,101,"Höngg",10,"Kreis 10",10,"Paar mit Kindern",251,883
2015,101,"Höngg",10,"Kreis 10",11,"Patchwork-Haushalt",35,117
2015,101,"Höngg",10,"Kreis 10",12,"Wohngemeinschaft ohne Kinder",335,1144
2015,101,"Höngg",10,"Kreis 10",13,"Wohngemeinschaft mit Kindern",207,1048
2015,101,"Höngg",10,"Kreis 10",14,"Generationenhaushalt",36,179
2015,101,"Höngg",10,"Kreis 10",15,"Familien-Verbund",2,9
2015,102,"Wipkingen",10,"Kreis 10",1,"Einpersonenhaushalt",4005,4005
2015,102,"Wipkingen",10,"Kreis 10",4,"Zweipersonenhaushalt",1544,3088
2015,102,"Wipkingen",10,"Kreis 10",5,"Ehepaar ohne Kinder",754,1508
2015,102,"Wipkingen",10,"Kreis 10",6,"Eingetragenes Paar ohne Kinder",37,74
2015,102,"Wipkingen",10,"Kreis 10",7,"Ein-Elternhaushalt",335,766
2015,102,"Wipkingen",10,"Kreis 10",8,"Ehepaar mit Kinder",775,2822
2015,102,"Wipkingen",10,"Kreis 10",9,"Eingetragenes Paar mit Kinder",1,3
2015,102,"Wipkingen",10,"Kreis 10",10,"Paar mit Kindern",222,756
2015,102,"Wipkingen",10,"Kreis 10",11,"Patchwork-Haushalt",36,119
2015,102,"Wipkingen",10,"Kreis 10",12,"Wohngemeinschaft ohne Kinder",456,1517
2015,102,"Wipkingen",10,"Kreis 10",13,"Wohngemeinschaft mit Kindern",124,628
2015,102,"Wipkingen",10,"Kreis 10",14,"Generationenhaushalt",26,135
2015,102,"Wipkingen",10,"Kreis 10",15,"Familien-Verbund",2,9
2015,111,"Affoltern",11,"Kreis 11",1,"Einpersonenhaushalt",3996,3996
2015,111,"Affoltern",11,"Kreis 11",4,"Zweipersonenhaushalt",1265,2530
2015,111,"Affoltern",11,"Kreis 11",5,"Ehepaar ohne Kinder",1729,3458
2015,111,"Affoltern",11,"Kreis 11",6,"Eingetragenes Paar ohne Kinder",24,48
2015,111,"Affoltern",11,"Kreis 11",7,"Ein-Elternhaushalt",641,1610
2015,111,"Affoltern",11,"Kreis 11",8,"Ehepaar mit Kinder",2307,8725
2015,111,"Affoltern",11,"Kreis 11",9,"Eingetragenes Paar mit Kinder",1,4
2015,111,"Affoltern",11,"Kreis 11",10,"Paar mit Kindern",188,681
2015,111,"Affoltern",11,"Kreis 11",11,"Patchwork-Haushalt",70,233
2015,111,"Affoltern",11,"Kreis 11",12,"Wohngemeinschaft ohne Kinder",433,1466
2015,111,"Affoltern",11,"Kreis 11",13,"Wohngemeinschaft mit Kindern",304,1457
2015,111,"Affoltern",11,"Kreis 11",14,"Generationenhaushalt",121,626
2015,115,"Oerlikon",12,"Kreis 12",1,"Einpersonenhaushalt",4605,4605
2015,115,"Oerlikon",12,"Kreis 12",4,"Zweipersonenhaushalt",1725,3450
2015,115,"Oerlikon",12,"Kreis 12",5,"Ehepaar ohne Kinder",1179,2358
2015,115,"Oerlikon",12,"Kreis 12",6,"Eingetragenes Paar ohne Kinder",42,84
2015,115,"Oerlikon",12,"Kreis 12",7,"Ein-Elternhaushalt",383,936
2015,115,"Oerlikon",12,"Kreis 12",8,"Ehepaar mit Kinder",1324,4915
2015,115,"Oerlikon",12,"Kreis 12",10,"Paar mit Kindern",157,557
2015,115,"Oerlikon",12,"Kreis 12",11,"Patchwork-Haushalt",49,160
2015,115,"Oerlikon",12,"Kreis 12",12,"Wohngemeinschaft ohne Kinder",662,2201
2015,115,"Oerlikon",12,"Kreis 12",13,"Wohngemeinschaft mit Kindern",209,1015
2015,115,"Oerlikon",12,"Kreis 12",14,"Generationenhaushalt",46,222
2015,115,"Oerlikon",12,"Kreis 12",15,"Familien-Verbund",1,4
2015,119,"Seebach",12,"Kreis 12",1,"Einpersonenhaushalt",4595,4595
2015,119,"Seebach",12,"Kreis 12",4,"Zweipersonenhaushalt",1492,2984
2015,119,"Seebach",12,"Kreis 12",5,"Ehepaar ohne Kinder",1590,3180
2015,119,"Seebach",12,"Kreis 12",6,"Eingetragenes Paar ohne Kinder",44,88
2015,119,"Seebach",12,"Kreis 12",7,"Ein-Elternhaushalt",564,1433
2015,119,"Seebach",12,"Kreis 12",8,"Ehepaar mit Kinder",1889,7110
2015,119,"Seebach",12,"Kreis 12",10,"Paar mit Kindern",157,545
2015,119,"Seebach",12,"Kreis 12",11,"Patchwork-Haushalt",64,217
2015,119,"Seebach",12,"Kreis 12",12,"Wohngemeinschaft ohne Kinder",572,1949
2015,119,"Seebach",12,"Kreis 12",13,"Wohngemeinschaft mit Kindern",279,1342
2015,119,"Seebach",12,"Kreis 12",14,"Generationenhaushalt",105,575
2015,121,"Saatlen",12,"Kreis 12",1,"Einpersonenhaushalt",982,982
2015,121,"Saatlen",12,"Kreis 12",4,"Zweipersonenhaushalt",359,718
2015,121,"Saatlen",12,"Kreis 12",5,"Ehepaar ohne Kinder",446,892
2015,121,"Saatlen",12,"Kreis 12",6,"Eingetragenes Paar ohne Kinder",6,12
2015,121,"Saatlen",12,"Kreis 12",7,"Ein-Elternhaushalt",269,731
2015,121,"Saatlen",12,"Kreis 12",8,"Ehepaar mit Kinder",841,3426
2015,121,"Saatlen",12,"Kreis 12",10,"Paar mit Kindern",72,271
2015,121,"Saatlen",12,"Kreis 12",11,"Patchwork-Haushalt",13,45
2015,121,"Saatlen",12,"Kreis 12",12,"Wohngemeinschaft ohne Kinder",147,578
2015,121,"Saatlen",12,"Kreis 12",13,"Wohngemeinschaft mit Kindern",87,440
2015,121,"Saatlen",12,"Kreis 12",14,"Generationenhaushalt",54,297
2015,122,"Schwamendingen-Mitte",12,"Kreis 12",1,"Einpersonenhaushalt",2458,2458
2015,122,"Schwamendingen-Mitte",12,"Kreis 12",4,"Zweipersonenhaushalt",685,1370
2015,122,"Schwamendingen-Mitte",12,"Kreis 12",5,"Ehepaar ohne Kinder",769,1538
2015,122,"Schwamendingen-Mitte",12,"Kreis 12",6,"Eingetragenes Paar ohne Kinder",13,26
2015,122,"Schwamendingen-Mitte",12,"Kreis 12",7,"Ein-Elternhaushalt",267,633
2015,122,"Schwamendingen-Mitte",12,"Kreis 12",8,"Ehepaar mit Kinder",808,3011
2015,122,"Schwamendingen-Mitte",12,"Kreis 12",10,"Paar mit Kindern",63,225
2015,122,"Schwamendingen-Mitte",12,"Kreis 12",11,"Patchwork-Haushalt",25,79
2015,122,"Schwamendingen-Mitte",12,"Kreis 12",12,"Wohngemeinschaft ohne Kinder",299,1010
2015,122,"Schwamendingen-Mitte",12,"Kreis 12",13,"Wohngemeinschaft mit Kindern",116,515
2015,122,"Schwamendingen-Mitte",12,"Kreis 12",14,"Generationenhaushalt",48,246
2015,123,"Hirzenbach",12,"Kreis 12",1,"Einpersonenhaushalt",2075,2075
2015,123,"Hirzenbach",12,"Kreis 12",4,"Zweipersonenhaushalt",547,1094
2015,123,"Hirzenbach",12,"Kreis 12",5,"Ehepaar ohne Kinder",752,1504
2015,123,"Hirzenbach",12,"Kreis 12",6,"Eingetragenes Paar ohne Kinder",3,6
2015,123,"Hirzenbach",12,"Kreis 12",7,"Ein-Elternhaushalt",372,911
2015,123,"Hirzenbach",12,"Kreis 12",8,"Ehepaar mit Kinder",1053,4035
2015,123,"Hirzenbach",12,"Kreis 12",10,"Paar mit Kindern",63,236
2015,123,"Hirzenbach",12,"Kreis 12",11,"Patchwork-Haushalt",33,104
2015,123,"Hirzenbach",12,"Kreis 12",12,"Wohngemeinschaft ohne Kinder",209,689
2015,123,"Hirzenbach",12,"Kreis 12",13,"Wohngemeinschaft mit Kindern",128,662
2015,123,"Hirzenbach",12,"Kreis 12",14,"Generationenhaushalt",44,235
2015,123,"Hirzenbach",12,"Kreis 12",15,"Familien-Verbund",1,7
2016,11,"Rathaus",1,"Kreis 1",1,"Einpersonenhaushalt",1148,1148
2016,11,"Rathaus",1,"Kreis 1",4,"Zweipersonenhaushalt",264,528
2016,11,"Rathaus",1,"Kreis 1",5,"Ehepaar ohne Kinder",183,366
2016,11,"Rathaus",1,"Kreis 1",6,"Eingetragenes Paar ohne Kinder",10,20
2016,11,"Rathaus",1,"Kreis 1",7,"Ein-Elternhaushalt",55,121
2016,11,"Rathaus",1,"Kreis 1",8,"Ehepaar mit Kinder",102,380
2016,11,"Rathaus",1,"Kreis 1",9,"Eingetragenes Paar mit Kinder",1,3
2016,11,"Rathaus",1,"Kreis 1",10,"Paar mit Kindern",24,85
2016,11,"Rathaus",1,"Kreis 1",11,"Patchwork-Haushalt",7,21
2016,11,"Rathaus",1,"Kreis 1",12,"Wohngemeinschaft ohne Kinder",81,295
2016,11,"Rathaus",1,"Kreis 1",13,"Wohngemeinschaft mit Kindern",13,54
2016,12,"Hochschulen",1,"Kreis 1",1,"Einpersonenhaushalt",105,105
2016,12,"Hochschulen",1,"Kreis 1",4,"Zweipersonenhaushalt",43,86
2016,12,"Hochschulen",1,"Kreis 1",5,"Ehepaar ohne Kinder",20,40
2016,12,"Hochschulen",1,"Kreis 1",6,"Eingetragenes Paar ohne Kinder",4,8
2016,12,"Hochschulen",1,"Kreis 1",7,"Ein-Elternhaushalt",8,16
2016,12,"Hochschulen",1,"Kreis 1",8,"Ehepaar mit Kinder",18,67
2016,12,"Hochschulen",1,"Kreis 1",10,"Paar mit Kindern",2,6
2016,12,"Hochschulen",1,"Kreis 1",11,"Patchwork-Haushalt",1,3
2016,12,"Hochschulen",1,"Kreis 1",12,"Wohngemeinschaft ohne Kinder",15,54
2016,12,"Hochschulen",1,"Kreis 1",13,"Wohngemeinschaft mit Kindern",6,28
2016,13,"Lindenhof",1,"Kreis 1",1,"Einpersonenhaushalt",350,350
2016,13,"Lindenhof",1,"Kreis 1",4,"Zweipersonenhaushalt",83,166
2016,13,"Lindenhof",1,"Kreis 1",5,"Ehepaar ohne Kinder",54,108
2016,13,"Lindenhof",1,"Kreis 1",6,"Eingetragenes Paar ohne Kinder",1,2
2016,13,"Lindenhof",1,"Kreis 1",7,"Ein-Elternhaushalt",19,42
2016,13,"Lindenhof",1,"Kreis 1",8,"Ehepaar mit Kinder",34,127
2016,13,"Lindenhof",1,"Kreis 1",10,"Paar mit Kindern",8,24
2016,13,"Lindenhof",1,"Kreis 1",11,"Patchwork-Haushalt",2,7
2016,13,"Lindenhof",1,"Kreis 1",12,"Wohngemeinschaft ohne Kinder",24,85
2016,13,"Lindenhof",1,"Kreis 1",13,"Wohngemeinschaft mit Kindern",5,24
2016,13,"Lindenhof",1,"Kreis 1",14,"Generationenhaushalt",3,12
2016,14,"City",1,"Kreis 1",1,"Einpersonenhaushalt",134,134
2016,14,"City",1,"Kreis 1",4,"Zweipersonenhaushalt",58,116
2016,14,"City",1,"Kreis 1",5,"Ehepaar ohne Kinder",41,82
2016,14,"City",1,"Kreis 1",6,"Eingetragenes Paar ohne Kinder",4,8
2016,14,"City",1,"Kreis 1",7,"Ein-Elternhaushalt",16,39
2016,14,"City",1,"Kreis 1",8,"Ehepaar mit Kinder",44,174
2016,14,"City",1,"Kreis 1",10,"Paar mit Kindern",10,32
2016,14,"City",1,"Kreis 1",12,"Wohngemeinschaft ohne Kinder",22,76
2016,14,"City",1,"Kreis 1",13,"Wohngemeinschaft mit Kindern",2,10
2016,14,"City",1,"Kreis 1",14,"Generationenhaushalt",3,18
2016,21,"Wollishofen",2,"Kreis 2",1,"Einpersonenhaushalt",3790,3790
2016,21,"Wollishofen",2,"Kreis 2",4,"Zweipersonenhaushalt",957,1914
2016,21,"Wollishofen",2,"Kreis 2",5,"Ehepaar ohne Kinder",1100,2200
2016,21,"Wollishofen",2,"Kreis 2",6,"Eingetragenes Paar ohne Kinder",22,44
2016,21,"Wollishofen",2,"Kreis 2",7,"Ein-Elternhaushalt",437,1049
2016,21,"Wollishofen",2,"Kreis 2",8,"Ehepaar mit Kinder",1186,4468
2016,21,"Wollishofen",2,"Kreis 2",10,"Paar mit Kindern",188,672
2016,21,"Wollishofen",2,"Kreis 2",11,"Patchwork-Haushalt",40,132
2016,21,"Wollishofen",2,"Kreis 2",12,"Wohngemeinschaft ohne Kinder",227,756
2016,21,"Wollishofen",2,"Kreis 2",13,"Wohngemeinschaft mit Kindern",129,603
2016,21,"Wollishofen",2,"Kreis 2",14,"Generationenhaushalt",35,192
2016,23,"Leimbach",2,"Kreis 2",1,"Einpersonenhaushalt",876,876
2016,23,"Leimbach",2,"Kreis 2",4,"Zweipersonenhaushalt",247,494
2016,23,"Leimbach",2,"Kreis 2",5,"Ehepaar ohne Kinder",387,774
2016,23,"Leimbach",2,"Kreis 2",6,"Eingetragenes Paar ohne Kinder",4,8
2016,23,"Leimbach",2,"Kreis 2",7,"Ein-Elternhaushalt",166,474
2016,23,"Leimbach",2,"Kreis 2",8,"Ehepaar mit Kinder",601,2377
2016,23,"Leimbach",2,"Kreis 2",10,"Paar mit Kindern",58,222
2016,23,"Leimbach",2,"Kreis 2",11,"Patchwork-Haushalt",19,65
2016,23,"Leimbach",2,"Kreis 2",12,"Wohngemeinschaft ohne Kinder",83,284
2016,23,"Leimbach",2,"Kreis 2",13,"Wohngemeinschaft mit Kindern",67,314
2016,23,"Leimbach",2,"Kreis 2",14,"Generationenhaushalt",26,145
2016,24,"Enge",2,"Kreis 2",1,"Einpersonenhaushalt",2050,2050
2016,24,"Enge",2,"Kreis 2",4,"Zweipersonenhaushalt",703,1406
2016,24,"Enge",2,"Kreis 2",5,"Ehepaar ohne Kinder",522,1044
2016,24,"Enge",2,"Kreis 2",6,"Eingetragenes Paar ohne Kinder",20,40
2016,24,"Enge",2,"Kreis 2",7,"Ein-Elternhaushalt",137,335
2016,24,"Enge",2,"Kreis 2",8,"Ehepaar mit Kinder",602,2324
2016,24,"Enge",2,"Kreis 2",9,"Eingetragenes Paar mit Kinder",1,3
2016,24,"Enge",2,"Kreis 2",10,"Paar mit Kindern",81,281
2016,24,"Enge",2,"Kreis 2",11,"Patchwork-Haushalt",21,68
2016,24,"Enge",2,"Kreis 2",12,"Wohngemeinschaft ohne Kinder",236,807
2016,24,"Enge",2,"Kreis 2",13,"Wohngemeinschaft mit Kindern",89,470
2016,24,"Enge",2,"Kreis 2",14,"Generationenhaushalt",19,110
2016,24,"Enge",2,"Kreis 2",15,"Familien-Verbund",1,6
2016,31,"Alt-Wiedikon",3,"Kreis 3",1,"Einpersonenhaushalt",4262,4262
2016,31,"Alt-Wiedikon",3,"Kreis 3",4,"Zweipersonenhaushalt",1560,3120
2016,31,"Alt-Wiedikon",3,"Kreis 3",5,"Ehepaar ohne Kinder",804,1608
2016,31,"Alt-Wiedikon",3,"Kreis 3",6,"Eingetragenes Paar ohne Kinder",39,78
2016,31,"Alt-Wiedikon",3,"Kreis 3",7,"Ein-Elternhaushalt",219,495
2016,31,"Alt-Wiedikon",3,"Kreis 3",8,"Ehepaar mit Kinder",964,3742
2016,31,"Alt-Wiedikon",3,"Kreis 3",9,"Eingetragenes Paar mit Kinder",1,4
2016,31,"Alt-Wiedikon",3,"Kreis 3",10,"Paar mit Kindern",181,616
2016,31,"Alt-Wiedikon",3,"Kreis 3",11,"Patchwork-Haushalt",42,140
2016,31,"Alt-Wiedikon",3,"Kreis 3",12,"Wohngemeinschaft ohne Kinder",433,1438
2016,31,"Alt-Wiedikon",3,"Kreis 3",13,"Wohngemeinschaft mit Kindern",211,1149
2016,31,"Alt-Wiedikon",3,"Kreis 3",14,"Generationenhaushalt",44,284
2016,33,"Friesenberg",3,"Kreis 3",1,"Einpersonenhaushalt",1308,1308
2016,33,"Friesenberg",3,"Kreis 3",4,"Zweipersonenhaushalt",310,620
2016,33,"Friesenberg",3,"Kreis 3",5,"Ehepaar ohne Kinder",613,1226
2016,33,"Friesenberg",3,"Kreis 3",6,"Eingetragenes Paar ohne Kinder",2,4
2016,33,"Friesenberg",3,"Kreis 3",7,"Ein-Elternhaushalt",353,932
2016,33,"Friesenberg",3,"Kreis 3",8,"Ehepaar mit Kinder",1188,4819
2016,33,"Friesenberg",3,"Kreis 3",9,"Eingetragenes Paar mit Kinder",1,4
2016,33,"Friesenberg",3,"Kreis 3",10,"Paar mit Kindern",158,597
2016,33,"Friesenberg",3,"Kreis 3",11,"Patchwork-Haushalt",28,96
2016,33,"Friesenberg",3,"Kreis 3",12,"Wohngemeinschaft ohne Kinder",87,287
2016,33,"Friesenberg",3,"Kreis 3",13,"Wohngemeinschaft mit Kindern",93,464
2016,33,"Friesenberg",3,"Kreis 3",14,"Generationenhaushalt",24,127
2016,34,"Sihlfeld",3,"Kreis 3",1,"Einpersonenhaushalt",5414,5414
