"RaumNr","Raum","Oberthema","Zahl","Thema","Vergleichszahl","Vergleichstext","Bemerkungen"
1010,"Höngg","Wirtschaft & Arbeit",400,"Arbeitslose",,"Keine Vergleichszahl","Datenquelle: SECO, Arbeitslosenzahlen (2016)"
1020,"Wipkingen","Wirtschaft & Arbeit",378,"Arbeitslose",,"Keine Vergleichszahl","Datenquelle: SECO, Arbeitslosenzahlen (2016)"
1110,"Affoltern","Wirtschaft & Arbeit",721,"Arbeitslose",,"Keine Vergleichszahl","Datenquelle: SECO, Arbeitslosenzahlen (2016)"
1150,"Oerlikon","Wirtschaft & Arbeit",520,"Arbeitslose",,"Keine Vergleichszahl","Datenquelle: SECO, Arbeitslosenzahlen (2016)"
1190,"Seebach","Wirtschaft & Arbeit",784,"Arbeitslose",,"Keine Vergleichszahl","Datenquelle: SECO, Arbeitslosenzahlen (2016)"
1210,"Saatlen","Wirtschaft & Arbeit",246,"Arbeitslose",,"Keine Vergleichszahl","Datenquelle: SECO, Arbeitslosenzahlen (2016)"
1220,"Schwamendingen-Mitte","Wirtschaft & Arbeit",329,"Arbeitslose",,"Keine Vergleichszahl","Datenquelle: SECO, Arbeitslosenzahlen (2016)"
1230,"Hirzenbach","Wirtschaft & Arbeit",352,"Arbeitslose",,"Keine Vergleichszahl","Datenquelle: SECO, Arbeitslosenzahlen (2016)"
9990,"Unbekannt","Wirtschaft & Arbeit",84,"Arbeitslose",,"Keine Vergleichszahl","Datenquelle: SECO, Arbeitslosenzahlen (2016)"
0,"Ganze Stadt","Wirtschaft & Arbeit",4.2,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 4.2 bis 4.2% (95% Konfidenzintervall)"
1,"Kreis 1","Wirtschaft & Arbeit",3.9,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 3.5 bis 4.4% (95% Konfidenzintervall)"
2,"Kreis 2","Wirtschaft & Arbeit",3.9,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 3.7 bis 4.1% (95% Konfidenzintervall)"
3,"Kreis 3","Wirtschaft & Arbeit",4,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 3.8 bis 4.1% (95% Konfidenzintervall)"
4,"Kreis 4","Wirtschaft & Arbeit",5.1,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 4.9 bis 5.4% (95% Konfidenzintervall)"
5,"Kreis 5","Wirtschaft & Arbeit",4.1,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 3.9 bis 4.4% (95% Konfidenzintervall)"
6,"Kreis 6","Wirtschaft & Arbeit",2.7,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 2.6 bis 2.8% (95% Konfidenzintervall)"
7,"Kreis 7","Wirtschaft & Arbeit",2.9,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 2.7 bis 3.0% (95% Konfidenzintervall)"
8,"Kreis 8","Wirtschaft & Arbeit",3.6,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 3.4 bis 3.8% (95% Konfidenzintervall)"
9,"Kreis 9","Wirtschaft & Arbeit",3.9,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 3.8 bis 4.0% (95% Konfidenzintervall)"
10,"Kreis 10","Wirtschaft & Arbeit",3.5,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 3.4 bis 3.7% (95% Konfidenzintervall)"
11,"Kreis 11","Wirtschaft & Arbeit",5.3,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 5.1 bis 5.4% (95% Konfidenzintervall)"
12,"Kreis 12","Wirtschaft & Arbeit",6.2,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 5.9 bis 6.6% (95% Konfidenzintervall)"
110,"Rathaus","Wirtschaft & Arbeit",3.5,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 3.0 bis 4.1% (95% Konfidenzintervall)"
120,"Hochschulen","Wirtschaft & Arbeit",3,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 2.2 bis 5.0% (95% Konfidenzintervall)"
130,"Lindenhof","Wirtschaft & Arbeit",3.8,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 3.0 bis 5.0% (95% Konfidenzintervall)"
140,"City","Wirtschaft & Arbeit",6.9,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 5.2 bis 10.2% (95% Konfidenzintervall)"
210,"Wollishofen","Wirtschaft & Arbeit",3.6,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 3.4 bis 3.9% (95% Konfidenzintervall)"
230,"Leimbach","Wirtschaft & Arbeit",4.9,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 4.4 bis 5.5% (95% Konfidenzintervall)"
240,"Enge","Wirtschaft & Arbeit",3.7,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 3.4 bis 4.1% (95% Konfidenzintervall)"
310,"Alt-Wiedikon","Wirtschaft & Arbeit",3.5,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 3.3 bis 3.7% (95% Konfidenzintervall)"
330,"Friesenberg","Wirtschaft & Arbeit",3.7,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 3.4 bis 4.1% (95% Konfidenzintervall)"
340,"Sihlfeld","Wirtschaft & Arbeit",4.5,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 4.2 bis 4.7% (95% Konfidenzintervall)"
410,"Werd","Wirtschaft & Arbeit",4.1,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 3.7 bis 4.7% (95% Konfidenzintervall)"
420,"Langstrasse","Wirtschaft & Arbeit",5.5,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 5.1 bis 5.9% (95% Konfidenzintervall)"
440,"Hard","Wirtschaft & Arbeit",5.3,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 4.9 bis 5.7% (95% Konfidenzintervall)"
510,"Gewerbeschule","Wirtschaft & Arbeit",4.4,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 4.1 bis 4.8% (95% Konfidenzintervall)"
520,"Escher Wyss","Wirtschaft & Arbeit",3.5,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 3.2 bis 4.0% (95% Konfidenzintervall)"
610,"Unterstrass","Wirtschaft & Arbeit",2.9,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 2.7 bis 3.0% (95% Konfidenzintervall)"
630,"Oberstrass","Wirtschaft & Arbeit",2.4,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 2.2 bis 2.6% (95% Konfidenzintervall)"
710,"Fluntern","Wirtschaft & Arbeit",2.8,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 2.6 bis 3.1% (95% Konfidenzintervall)"
720,"Hottingen","Wirtschaft & Arbeit",2.8,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 2.6 bis 3.0% (95% Konfidenzintervall)"
730,"Hirslanden","Wirtschaft & Arbeit",3.5,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 3.2 bis 3.9% (95% Konfidenzintervall)"
740,"Witikon","Wirtschaft & Arbeit",2.4,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 2.2 bis 2.7% (95% Konfidenzintervall)"
810,"Seefeld","Wirtschaft & Arbeit",3.5,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 3.1 bis 3.9% (95% Konfidenzintervall)"
820,"Mühlebach","Wirtschaft & Arbeit",3.8,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 3.4 bis 4.2% (95% Konfidenzintervall)"
830,"Weinegg","Wirtschaft & Arbeit",3.5,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 3.1 bis 3.9% (95% Konfidenzintervall)"
910,"Albisrieden","Wirtschaft & Arbeit",3.4,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 3.2 bis 3.6% (95% Konfidenzintervall)"
920,"Altstetten","Wirtschaft & Arbeit",4.2,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 4.0 bis 4.4% (95% Konfidenzintervall)"
1010,"Höngg","Wirtschaft & Arbeit",3.3,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 3.2 bis 3.5% (95% Konfidenzintervall)"
1020,"Wipkingen","Wirtschaft & Arbeit",3.7,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 3.5 bis 4.0% (95% Konfidenzintervall)"
1110,"Affoltern","Wirtschaft & Arbeit",5.2,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 4.9 bis 5.5% (95% Konfidenzintervall)"
1150,"Oerlikon","Wirtschaft & Arbeit",4.3,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 4.0 bis 4.5% (95% Konfidenzintervall)"
1190,"Seebach","Wirtschaft & Arbeit",6.3,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 6.0 bis 6.7% (95% Konfidenzintervall)"
1210,"Saatlen","Wirtschaft & Arbeit",7,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 6.3 bis 7.8% (95% Konfidenzintervall)"
1220,"Schwamendingen-Mitte","Wirtschaft & Arbeit",6.1,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 5.6 bis 6.7% (95% Konfidenzintervall)"
1230,"Hirzenbach","Wirtschaft & Arbeit",5.9,"Arbeitslosenquote in %",,"Keine Vergleichszahl","Datenquellen: SECO (Arbeitslosenzahlen, 2016) und Strukturerhebung (Erwerbspersonen, 2012/2014), Unsicherheit der Arbeitslosenquote: 5.5 bis 6.4% (95% Konfidenzintervall)"
0,"Ganze Stadt","Wirtschaft & Arbeit",2059,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
1,"Kreis 1","Wirtschaft & Arbeit",280,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
2,"Kreis 2","Wirtschaft & Arbeit",211,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
3,"Kreis 3","Wirtschaft & Arbeit",97,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
4,"Kreis 4","Wirtschaft & Arbeit",96,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
5,"Kreis 5","Wirtschaft & Arbeit",42,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
6,"Kreis 6","Wirtschaft & Arbeit",240,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
7,"Kreis 7","Wirtschaft & Arbeit",449,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
8,"Kreis 8","Wirtschaft & Arbeit",370,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
9,"Kreis 9","Wirtschaft & Arbeit",73,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
10,"Kreis 10","Wirtschaft & Arbeit",52,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
11,"Kreis 11","Wirtschaft & Arbeit",123,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
12,"Kreis 12","Wirtschaft & Arbeit",26,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
110,"Rathaus","Wirtschaft & Arbeit",85,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
120,"Hochschulen","Wirtschaft & Arbeit",92,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
130,"Lindenhof","Wirtschaft & Arbeit",33,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
140,"City","Wirtschaft & Arbeit",70,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
210,"Wollishofen","Wirtschaft & Arbeit",62,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
230,"Leimbach","Wirtschaft & Arbeit",5,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
240,"Enge","Wirtschaft & Arbeit",144,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
310,"Alt-Wiedikon","Wirtschaft & Arbeit",28,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
330,"Friesenberg","Wirtschaft & Arbeit",27,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
340,"Sihlfeld","Wirtschaft & Arbeit",42,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
410,"Werd","Wirtschaft & Arbeit",43,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
420,"Langstrasse","Wirtschaft & Arbeit",24,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
440,"Hard","Wirtschaft & Arbeit",29,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
510,"Gewerbeschule","Wirtschaft & Arbeit",25,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
520,"Escher Wyss","Wirtschaft & Arbeit",17,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
610,"Unterstrass","Wirtschaft & Arbeit",133,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
630,"Oberstrass","Wirtschaft & Arbeit",107,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
710,"Fluntern","Wirtschaft & Arbeit",161,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
720,"Hottingen","Wirtschaft & Arbeit",213,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
730,"Hirslanden","Wirtschaft & Arbeit",54,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
740,"Witikon","Wirtschaft & Arbeit",21,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
810,"Seefeld","Wirtschaft & Arbeit",119,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
820,"Mühlebach","Wirtschaft & Arbeit",62,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
830,"Weinegg","Wirtschaft & Arbeit",189,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
910,"Albisrieden","Wirtschaft & Arbeit",20,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
920,"Altstetten","Wirtschaft & Arbeit",53,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
1010,"Höngg","Wirtschaft & Arbeit",32,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
1020,"Wipkingen","Wirtschaft & Arbeit",20,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
1110,"Affoltern","Wirtschaft & Arbeit",15,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
1150,"Oerlikon","Wirtschaft & Arbeit",82,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
1190,"Seebach","Wirtschaft & Arbeit",26,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
1210,"Saatlen","Wirtschaft & Arbeit",11,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
1220,"Schwamendingen-Mitte","Wirtschaft & Arbeit",12,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
1230,"Hirzenbach","Wirtschaft & Arbeit",,"Arztpraxen (Allgemeinmedizin und Fachärzte)",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch,				weil Zahl zwischen 1 und 3 liegt, darf sie gemäss BFS nicht ausgewiesen werden)"
0,"Ganze Stadt","Wirtschaft & Arbeit",384,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
1,"Kreis 1","Wirtschaft & Arbeit",95,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
2,"Kreis 2","Wirtschaft & Arbeit",46,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
3,"Kreis 3","Wirtschaft & Arbeit",14,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
4,"Kreis 4","Wirtschaft & Arbeit",13,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
5,"Kreis 5","Wirtschaft & Arbeit",9,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
6,"Kreis 6","Wirtschaft & Arbeit",29,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
7,"Kreis 7","Wirtschaft & Arbeit",75,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
8,"Kreis 8","Wirtschaft & Arbeit",38,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
9,"Kreis 9","Wirtschaft & Arbeit",20,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
10,"Kreis 10","Wirtschaft & Arbeit",10,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
11,"Kreis 11","Wirtschaft & Arbeit",26,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
12,"Kreis 12","Wirtschaft & Arbeit",9,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
110,"Rathaus","Wirtschaft & Arbeit",12,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
120,"Hochschulen","Wirtschaft & Arbeit",35,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
130,"Lindenhof","Wirtschaft & Arbeit",19,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
140,"City","Wirtschaft & Arbeit",29,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
210,"Wollishofen","Wirtschaft & Arbeit",10,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
